year,quarter,nhs_health_board,location,admission_type,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay,pre_post_covid
2018,3,Shetland,Z102H,Emergency Inpatients,475,1762,3.709473684,467,2386,5.109207709,pre
2018,4,Shetland,Z102H,Emergency Inpatients,512,1744,3.40625,517,2702,5.226305609,pre
2019,1,Shetland,Z102H,Emergency Inpatients,474,1949,4.111814346,465,2607,5.606451613,pre
2019,2,Shetland,Z102H,Emergency Inpatients,486,1997,4.109053498,482,2776,5.7593361,pre
2019,3,Shetland,Z102H,Emergency Inpatients,474,2120,4.47257384,470,2743,5.836170213,pre
2019,4,Shetland,Z102H,Emergency Inpatients,461,1924,4.173535792,454,2773,6.107929515,pre
2020,1,Shetland,Z102H,Emergency Inpatients,436,1871,4.291284404,435,2788,6.409195402,post
2020,2,Shetland,Z102H,Emergency Inpatients,330,1019,3.087878788,324,1758,5.425925926,post
2020,3,Shetland,Z102H,Emergency Inpatients,449,1608,3.581291759,449,2449,5.454342984,post
2020,4,Shetland,Z102H,Emergency Inpatients,437,1506,3.446224256,441,2318,5.256235828,post
2021,1,Shetland,Z102H,Emergency Inpatients,420,1364,3.247619048,413,2209,5.348668281,post
2021,2,Shetland,Z102H,Emergency Inpatients,426,1425,3.345070423,429,2362,5.505827506,post
2021,3,Shetland,Z102H,Emergency Inpatients,473,1649,3.486257928,460,2509,5.454347826,post
2021,4,Shetland,Z102H,Emergency Inpatients,465,1782,3.832258065,468,2887,6.168803419,post
2022,1,Shetland,Z102H,Emergency Inpatients,386,1730,4.481865285,385,2267,5.888311688,post
2022,2,Shetland,Z102H,Emergency Inpatients,454,1861,4.099118943,451,2509,5.563192905,post
2022,3,Shetland,Z102H,Emergency Inpatients,225,1184,5.262222222,229,1531,6.68558952,post
2017,3,Shetland,S08000026,Emergency Inpatients,494,1821,3.686234818,481,2608,5.422037422,pre
2017,4,Shetland,S08000026,Emergency Inpatients,503,1964,3.904572565,508,3007,5.919291339,pre
2018,1,Shetland,S08000026,Emergency Inpatients,508,1827,3.596456693,503,2476,4.922465209,pre
2018,2,Shetland,S08000026,Emergency Inpatients,492,1820,3.699186992,493,2746,5.569979716,pre
2018,3,Shetland,S08000026,Emergency Inpatients,475,1762,3.709473684,467,2386,5.109207709,pre
2018,4,Shetland,S08000026,Emergency Inpatients,512,1744,3.40625,517,2702,5.226305609,pre
2019,1,Shetland,S08000026,Emergency Inpatients,474,1949,4.111814346,465,2607,5.606451613,pre
2019,2,Shetland,S08000026,Emergency Inpatients,486,1997,4.109053498,482,2776,5.7593361,pre
2019,3,Shetland,S08000026,Emergency Inpatients,474,2120,4.47257384,470,2743,5.836170213,pre
2019,4,Shetland,S08000026,Emergency Inpatients,461,1924,4.173535792,454,2773,6.107929515,pre
2020,1,Shetland,S08000026,Emergency Inpatients,436,1871,4.291284404,435,2788,6.409195402,post
2020,2,Shetland,S08000026,Emergency Inpatients,330,1019,3.087878788,324,1758,5.425925926,post
2020,3,Shetland,S08000026,Emergency Inpatients,449,1608,3.581291759,449,2449,5.454342984,post
2020,4,Shetland,S08000026,Emergency Inpatients,437,1506,3.446224256,441,2318,5.256235828,post
2021,1,Shetland,S08000026,Emergency Inpatients,420,1364,3.247619048,413,2209,5.348668281,post
2021,2,Shetland,S08000026,Emergency Inpatients,426,1425,3.345070423,429,2362,5.505827506,post
2021,3,Shetland,S08000026,Emergency Inpatients,473,1649,3.486257928,460,2509,5.454347826,post
2021,4,Shetland,S08000026,Emergency Inpatients,465,1782,3.832258065,468,2887,6.168803419,post
2022,1,Shetland,S08000026,Emergency Inpatients,386,1730,4.481865285,385,2267,5.888311688,post
2022,2,Shetland,S08000026,Emergency Inpatients,454,1861,4.099118943,451,2509,5.563192905,post
2022,3,Shetland,S08000026,Emergency Inpatients,225,1184,5.262222222,229,1531,6.68558952,post
2017,3,Tayside,S08000030,Emergency Inpatients,9805,28539,2.910657828,9666,74331,7.689944134,pre
2017,4,Tayside,S08000030,Emergency Inpatients,9803,28448,2.901968785,9598,75256,7.840800167,pre
2018,1,Tayside,S08000030,Emergency Inpatients,9563,28447,2.974694134,9551,79963,8.372212334,pre
2018,2,Tayside,S08000030,Emergency Inpatients,9496,31300,3.296124684,9365,78054,8.334650294,pre
2018,3,Tayside,S08000030,Emergency Inpatients,9645,26950,2.794193883,9526,70277,7.377388201,pre
2018,4,Tayside,S08000030,Emergency Inpatients,9462,26552,2.806172057,9324,71816,7.702273702,pre
2019,1,Tayside,S08000030,Emergency Inpatients,9666,27730,2.868818539,9538,73800,7.737471168,pre
2019,2,Tayside,S08000030,Emergency Inpatients,9758,25571,2.620516499,9650,72340,7.496373057,pre
2019,3,Tayside,S08000030,Emergency Inpatients,9721,25789,2.652916367,9548,73324,7.679514034,pre
2019,4,Tayside,S08000030,Emergency Inpatients,9980,24607,2.465631263,9868,77086,7.811714633,pre
2020,1,Tayside,S08000030,Emergency Inpatients,9298,24241,2.607119811,9408,77716,8.260629252,post
2020,2,Tayside,S08000030,Emergency Inpatients,7667,16972,2.213642885,7569,49337,6.518298322,post
2020,3,Tayside,S08000030,Emergency Inpatients,9236,22069,2.389454309,9075,61724,6.8015427,post
2020,4,Tayside,S08000030,Emergency Inpatients,8881,23240,2.61682243,8769,63895,7.286463679,post
2021,1,Tayside,S08000030,Emergency Inpatients,8389,23135,2.757778043,8326,66188,7.949555609,post
2021,2,Tayside,S08000030,Emergency Inpatients,9111,23428,2.571397212,8960,61236,6.834375,post
2021,3,Tayside,S08000030,Emergency Inpatients,9234,25453,2.756443578,9101,68829,7.562795297,post
2021,4,Tayside,S08000030,Emergency Inpatients,9755,26525,2.719118401,9625,73433,7.629402597,post
2022,1,Tayside,S08000030,Emergency Inpatients,9544,25936,2.71751886,9484,72471,7.641396035,post
2022,2,Tayside,S08000030,Emergency Inpatients,9807,25856,2.636484144,9645,75383,7.815759461,post
2022,3,Tayside,S08000030,Emergency Inpatients,9682,22874,2.3625284030000002,9608,75783,7.887489592,post
2017,3,Tayside,T101H,Emergency Inpatients,7621,20382,2.674452172,7508,57377,7.642115077,pre
2017,4,Tayside,T101H,Emergency Inpatients,7736,20614,2.664684592,7567,57398,7.585304612,pre
2018,1,Tayside,T101H,Emergency Inpatients,7498,20132,2.684982662,7485,61850,8.263193053,pre
2018,2,Tayside,T101H,Emergency Inpatients,7509,20687,2.754960714,7417,58103,7.83376028,pre
2018,3,Tayside,T101H,Emergency Inpatients,7540,20404,2.706100796,7455,55125,7.394366197,pre
2018,4,Tayside,T101H,Emergency Inpatients,7466,19821,2.654835253,7353,54984,7.477764178,pre
2019,1,Tayside,T101H,Emergency Inpatients,7517,20331,2.704669416,7403,55960,7.559097663,pre
2019,2,Tayside,T101H,Emergency Inpatients,7603,20145,2.649611995,7529,55006,7.305883916,pre
2019,3,Tayside,T101H,Emergency Inpatients,7616,21007,2.758272059,7489,57216,7.640005341,pre
2019,4,Tayside,T101H,Emergency Inpatients,7791,20082,2.577589526,7695,58332,7.580506823,pre
2020,1,Tayside,T101H,Emergency Inpatients,7367,20360,2.763675852,7424,59718,8.043911638,post
2020,2,Tayside,T101H,Emergency Inpatients,6092,13868,2.276428102,6011,38367,6.382798203,post
2020,3,Tayside,T101H,Emergency Inpatients,7489,19204,2.564294298,7346,50081,6.817451674,post
2020,4,Tayside,T101H,Emergency Inpatients,7329,20063,2.737481239,7247,53311,7.356285359,post
2021,1,Tayside,T101H,Emergency Inpatients,6942,20626,2.971189859,6900,55571,8.053768116,post
2021,2,Tayside,T101H,Emergency Inpatients,7355,20090,2.731475187,7234,48853,6.753248549,post
2021,3,Tayside,T101H,Emergency Inpatients,7622,22412,2.940435581,7514,55463,7.381288262,post
2021,4,Tayside,T101H,Emergency Inpatients,8041,23255,2.892053227,7934,59135,7.453365263,post
2022,1,Tayside,T101H,Emergency Inpatients,7923,22971,2.899280576,7873,59308,7.533087768,post
2022,2,Tayside,T101H,Emergency Inpatients,8058,22510,2.793497146,7898,60034,7.601164852,post
2022,3,Tayside,T101H,Emergency Inpatients,8044,19404,2.41223272,7994,61337,7.67287966,post
2017,3,Tayside,T202H,Emergency Inpatients,2098,7039,3.355100095,2073,15587,7.51905451,pre
2017,4,Tayside,T202H,Emergency Inpatients,1970,6501,3.3,1940,16602,8.557731959,pre
2018,1,Tayside,T202H,Emergency Inpatients,1959,6917,3.530883104,1965,16697,8.497201018,pre
2018,2,Tayside,T202H,Emergency Inpatients,1894,6386,3.371700106,1854,15529,8.375943905,pre
2018,3,Tayside,T202H,Emergency Inpatients,2018,5253,2.603072349,1990,14069,7.069849246,pre
2018,4,Tayside,T202H,Emergency Inpatients,1884,5144,2.730360934,1859,15130,8.138784293,pre
2019,1,Tayside,T202H,Emergency Inpatients,2063,5495,2.663596704,2052,15762,7.68128655,pre
2019,2,Tayside,T202H,Emergency Inpatients,2058,4080,1.982507289,2025,15744,7.774814815,pre
2019,3,Tayside,T202H,Emergency Inpatients,2019,3378,1.673105498,1977,14780,7.475973698,pre
2019,4,Tayside,T202H,Emergency Inpatients,2101,3261,1.552118039,2089,17394,8.326471996,pre
2020,1,Tayside,T202H,Emergency Inpatients,1858,2761,1.486006459,1912,16795,8.783995816,post
2020,2,Tayside,T202H,Emergency Inpatients,1496,2015,1.346925134,1481,9913,6.693450371,post
2020,3,Tayside,T202H,Emergency Inpatients,1662,1877,1.129362214,1646,10567,6.419805589,post
2020,4,Tayside,T202H,Emergency Inpatients,1467,1961,1.33674165,1443,9442,6.543312543,post
2021,1,Tayside,T202H,Emergency Inpatients,1394,1836,1.317073171,1373,9847,7.17188638,post
2021,2,Tayside,T202H,Emergency Inpatients,1678,2304,1.37306317,1650,11247,6.816363636,post
2021,3,Tayside,T202H,Emergency Inpatients,1544,2170,1.405440415,1521,12461,8.192636423,post
2021,4,Tayside,T202H,Emergency Inpatients,1638,2242,1.368742369,1617,13257,8.19851577,post
2022,1,Tayside,T202H,Emergency Inpatients,1569,2167,1.381134481,1560,12378,7.934615385,post
2022,2,Tayside,T202H,Emergency Inpatients,1686,2531,1.50118624,1687,14562,8.631890931,post
2022,3,Tayside,T202H,Emergency Inpatients,1567,2477,1.580727505,1542,13294,8.621271077,post
2017,3,Tayside,T312H,Emergency Inpatients,10,13,1.3,10,15,1.5,pre
2017,4,Tayside,T312H,Emergency Inpatients,14,138,9.857142857,14,138,9.857142857,pre
2018,1,Tayside,T312H,Emergency Inpatients,26,80,3.076923077,25,89,3.56,pre
2018,2,Tayside,T312H,Emergency Inpatients,19,139,7.315789474,19,166,8.736842105,pre
2018,3,Tayside,T312H,Emergency Inpatients,10,239,23.9,5,63,12.6,pre
2018,4,Tayside,T312H,Emergency Inpatients,10,82,8.2,10,147,14.7,pre
2019,1,Tayside,T312H,Emergency Inpatients,10,110,11,10,116,11.6,pre
2019,2,Tayside,T312H,Emergency Inpatients,10,99,9.9,10,80,8,pre
2019,3,Tayside,T312H,Emergency Inpatients,5,93,18.6,0,93,NA,pre
2019,4,Tayside,T312H,Emergency Inpatients,10,77,7.7,10,128,12.8,pre
2020,1,Tayside,T312H,Emergency Inpatients,5,65,13,5,63,12.6,post
2020,2,Tayside,T312H,Emergency Inpatients,5,56,11.2,5,56,11.2,post
2020,3,Tayside,T312H,Emergency Inpatients,0,0,NA,0,0,NA,post
2020,4,Tayside,T312H,Emergency Inpatients,0,24,NA,0,38,NA,post
2021,1,Tayside,T312H,Emergency Inpatients,0,0,NA,0,0,NA,post
2021,2,Tayside,T312H,Emergency Inpatients,0,0,NA,0,0,NA,post
2022,1,Tayside,T312H,Emergency Inpatients,0,0,NA,0,0,NA,post
2022,3,Tayside,T312H,Emergency Inpatients,0,0,NA,0,0,NA,post
2017,3,Western Isles,S08000028,Emergency Inpatients,571,1919,3.360770578,552,5430,9.836956522,pre
2017,4,Western Isles,S08000028,Emergency Inpatients,596,1659,2.783557047,593,5060,8.532883642,pre
2018,1,Western Isles,S08000028,Emergency Inpatients,608,1933,3.179276316,602,5283,8.775747508,pre
2018,2,Western Isles,S08000028,Emergency Inpatients,614,1568,2.553745928,604,4999,8.276490066,pre
2018,3,Western Isles,S08000028,Emergency Inpatients,608,1675,2.754934211,602,4612,7.661129568,pre
2018,4,Western Isles,S08000028,Emergency Inpatients,558,1240,2.222222222,567,5103,9,pre
2019,1,Western Isles,S08000028,Emergency Inpatients,628,1782,2.837579618,609,5274,8.660098522,pre
2019,2,Western Isles,S08000028,Emergency Inpatients,614,1174,1.912052117,608,5225,8.59375,pre
2019,3,Western Isles,S08000028,Emergency Inpatients,661,1549,2.343419062,663,5676,8.561085973,pre
2019,4,Western Isles,S08000028,Emergency Inpatients,645,1577,2.44496124,638,4877,7.644200627,pre
2020,1,Western Isles,S08000028,Emergency Inpatients,560,1815,3.241071429,577,5545,9.610051993,post
2020,2,Western Isles,S08000028,Emergency Inpatients,412,928,2.252427184,405,2212,5.461728395,post
2020,3,Western Isles,S08000028,Emergency Inpatients,486,1116,2.296296296,476,2841,5.968487395,post
2020,4,Western Isles,S08000028,Emergency Inpatients,608,1330,2.1875,583,3601,6.176672384,post
2021,1,Western Isles,S08000028,Emergency Inpatients,477,1448,3.035639413,483,3681,7.621118012,post
2021,2,Western Isles,S08000028,Emergency Inpatients,526,1958,3.72243346,519,4492,8.655105973,post
2021,3,Western Isles,S08000028,Emergency Inpatients,554,1484,2.678700361,552,4192,7.594202899,post
2021,4,Western Isles,S08000028,Emergency Inpatients,493,2170,4.401622718,486,4435,9.125514403,post
2022,1,Western Isles,S08000028,Emergency Inpatients,543,2319,4.270718232,536,4291,8.005597015,post
2022,2,Western Isles,S08000028,Emergency Inpatients,545,2507,4.6,538,5103,9.485130112,post
2022,3,Western Isles,S08000028,Emergency Inpatients,602,2412,4.006644518,610,5142,8.429508197,post
2017,3,Western Isles,W107H,Emergency Inpatients,571,1919,3.360770578,552,5430,9.836956522,pre
2017,4,Western Isles,W107H,Emergency Inpatients,596,1659,2.783557047,593,5060,8.532883642,pre
2018,1,Western Isles,W107H,Emergency Inpatients,608,1933,3.179276316,602,5283,8.775747508,pre
2018,2,Western Isles,W107H,Emergency Inpatients,614,1568,2.553745928,604,4999,8.276490066,pre
2018,3,Western Isles,W107H,Emergency Inpatients,608,1675,2.754934211,602,4612,7.661129568,pre
2018,4,Western Isles,W107H,Emergency Inpatients,555,1235,2.225225225,566,5100,9.010600707,pre
2019,1,Western Isles,W107H,Emergency Inpatients,628,1782,2.837579618,609,5274,8.660098522,pre
2019,2,Western Isles,W107H,Emergency Inpatients,614,1174,1.912052117,608,5225,8.59375,pre
2019,3,Western Isles,W107H,Emergency Inpatients,661,1549,2.343419062,663,5676,8.561085973,pre
2019,4,Western Isles,W107H,Emergency Inpatients,645,1577,2.44496124,638,4877,7.644200627,pre
2020,1,Western Isles,W107H,Emergency Inpatients,560,1815,3.241071429,577,5545,9.610051993,post
2020,2,Western Isles,W107H,Emergency Inpatients,412,928,2.252427184,405,2212,5.461728395,post
2020,3,Western Isles,W107H,Emergency Inpatients,486,1116,2.296296296,476,2841,5.968487395,post
2020,4,Western Isles,W107H,Emergency Inpatients,608,1330,2.1875,583,3601,6.176672384,post
2021,1,Western Isles,W107H,Emergency Inpatients,475,1445,3.042105263,482,3679,7.632780083,post
2021,2,Western Isles,W107H,Emergency Inpatients,526,1958,3.72243346,519,4492,8.655105973,post
2021,3,Western Isles,W107H,Emergency Inpatients,554,1484,2.678700361,552,4192,7.594202899,post
2021,4,Western Isles,W107H,Emergency Inpatients,493,2170,4.401622718,486,4435,9.125514403,post
2022,1,Western Isles,W107H,Emergency Inpatients,543,2319,4.270718232,536,4291,8.005597015,post
2022,2,Western Isles,W107H,Emergency Inpatients,545,2507,4.6,538,5103,9.485130112,post
2022,3,Western Isles,W107H,Emergency Inpatients,600,2405,4.008333333,608,5137,8.449013158,post
2017,3,S27000001,S27000001,Emergency Inpatients,108,2004,18.55555556,75,1391,18.54666667,pre
2017,4,S27000001,S27000001,Emergency Inpatients,122,1966,16.1147541,100,1788,17.88,pre
2018,1,S27000001,S27000001,Emergency Inpatients,92,1560,16.95652174,70,1335,19.07142857,pre
2018,2,S27000001,S27000001,Emergency Inpatients,113,1984,17.55752212,76,1593,20.96052632,pre
2018,3,S27000001,S27000001,Emergency Inpatients,102,1960,19.21568627,69,1387,20.10144928,pre
2018,4,S27000001,S27000001,Emergency Inpatients,172,4424,25.72093023,116,2419,20.85344828,pre
2019,1,S27000001,S27000001,Emergency Inpatients,186,3814,20.50537634,129,2024,15.68992248,pre
2019,2,S27000001,S27000001,Emergency Inpatients,115,2602,22.62608696,83,1758,21.18072289,pre
2019,3,S27000001,S27000001,Emergency Inpatients,143,3263,22.81818182,94,1721,18.30851064,pre
2019,4,S27000001,S27000001,Emergency Inpatients,148,3872,26.16216216,95,2170,22.84210526,pre
2020,1,S27000001,S27000001,Emergency Inpatients,140,3231,23.07857143,102,2267,22.2254902,post
2020,2,S27000001,S27000001,Emergency Inpatients,128,2695,21.0546875,88,1382,15.70454545,post
2020,3,S27000001,S27000001,Emergency Inpatients,118,3199,27.11016949,81,2051,25.32098765,post
2020,4,S27000001,S27000001,Emergency Inpatients,112,2611,23.3125,80,1443,18.0375,post
2021,1,S27000001,S27000001,Emergency Inpatients,53,1109,20.9245283,31,463,14.93548387,post
2021,2,S27000001,S27000001,Emergency Inpatients,72,1634,22.69444444,49,1038,21.18367347,post
2021,3,S27000001,S27000001,Emergency Inpatients,60,1472,24.53333333,42,1022,24.33333333,post
2021,4,S27000001,S27000001,Emergency Inpatients,48,721,15.02083333,33,454,13.75757576,post
2022,1,S27000001,S27000001,Emergency Inpatients,36,1283,35.63888889,27,640,23.7037037,post
2022,2,S27000001,S27000001,Emergency Inpatients,32,2011,62.84375,20,553,27.65,post
2022,3,S27000001,S27000001,Emergency Inpatients,60,1007,16.78333333,46,638,13.86956522,post
2017,3,All of Scotland,S92000003,Emergency Inpatients,125879,294970,2.343282041,123549,904725,7.322803098,pre
2017,4,All of Scotland,S92000003,Emergency Inpatients,127679,307092,2.405188011,124917,946154,7.57426131,pre
2018,1,All of Scotland,S92000003,Emergency Inpatients,126413,316524,2.503888049,124699,983808,7.889461824,pre
2018,2,All of Scotland,S92000003,Emergency Inpatients,126387,302098,2.390261657,124757,955444,7.658440007,pre
2018,3,All of Scotland,S92000003,Emergency Inpatients,126479,300766,2.377991603,123950,907863,7.324429205,pre
2018,4,All of Scotland,S92000003,Emergency Inpatients,128700,305915,2.376961927,126521,950022,7.508808814,pre
2019,1,All of Scotland,S92000003,Emergency Inpatients,128845,305147,2.368326284,126999,946987,7.456649265,pre
2019,2,All of Scotland,S92000003,Emergency Inpatients,132473,300633,2.269390744,130122,937942,7.208173868,pre
2019,3,All of Scotland,S92000003,Emergency Inpatients,133506,298750,2.237727143,131047,936828,7.148793944,pre
2019,4,All of Scotland,S92000003,Emergency Inpatients,132777,302346,2.277096184,130327,972649,7.46314271,pre
2020,1,All of Scotland,S92000003,Emergency Inpatients,120491,289895,2.405947332,121057,1020116,8.426741122,post
2020,2,All of Scotland,S92000003,Emergency Inpatients,100298,195373,1.947925183,97244,681203,7.005090288,post
2020,3,All of Scotland,S92000003,Emergency Inpatients,120061,245817,2.047434221,117525,794226,6.757932355,post
2020,4,All of Scotland,S92000003,Emergency Inpatients,114781,267162,2.327580349,112771,853371,7.567291236,post
2021,1,All of Scotland,S92000003,Emergency Inpatients,112421,270027,2.401926686,110205,885968,8.039272265,post
2021,2,All of Scotland,S92000003,Emergency Inpatients,126281,271958,2.153593969,123855,887254,7.163651044,post
2021,3,All of Scotland,S92000003,Emergency Inpatients,122440,283387,2.314496896,120288,904303,7.517815576,post
2021,4,All of Scotland,S92000003,Emergency Inpatients,118133,297245,2.51618938,116572,968517,8.308315891,post
2022,1,All of Scotland,S92000003,Emergency Inpatients,113097,292887,2.589697339,110934,937190,8.448176393,post
2022,2,All of Scotland,S92000003,Emergency Inpatients,116851,299958,2.567012691,115077,996520,8.659593142,post
2022,3,All of Scotland,S92000003,Emergency Inpatients,115231,302770,2.627504751,114297,991469,8.674497143,post
2017,3,SB0801,D102H,Transfers,2052,5959,2.903996101,0,0,NA,pre
2017,4,SB0801,D102H,Transfers,2079,6735,3.23953824,0,0,NA,pre
2018,1,SB0801,D102H,Transfers,2011,6466,3.215315763,0,0,NA,pre
2018,2,SB0801,D102H,Transfers,2193,6404,2.920200638,0,0,NA,pre
2018,3,SB0801,D102H,Transfers,2299,6520,2.836015659,0,0,NA,pre
2018,4,SB0801,D102H,Transfers,2017,6383,3.164600892,0,0,NA,pre
2019,1,SB0801,D102H,Transfers,2097,6233,2.97234144,0,0,NA,pre
2019,2,SB0801,D102H,Transfers,2203,6591,2.991829324,0,0,NA,pre
2019,3,SB0801,D102H,Transfers,2209,6871,3.11045722,0,0,NA,pre
